Area_mm2,Length_mm,Width_mm,Perimeter_mm,Area_pix,Axis_Major_Length_pix,Axis_Minor_Length_pix,Perimeter_pix,Eccentricity,Equivalent_Diameter,Solidity,Convex_Area,Extent,Centroid_Row,Centroid_Col,Aspect_Ratio,Roundness,Circularity_SAM,Shapefactor1,Shapefactor2,Shapefactor3,Shapefactor4,TGW_g,class,seed_id,px_to_mm
65.72745461956656,12.141041150915644,6.903945385554475,30.505101801041977,134.0,17.33544215984479,9.85771684803002,43.55634918610404,0.8225828707073205,13.061933202803933,0.9436619718309859,142.0,0.788235294117647,104.72388059701493,84.66417910447761,1.7585656422368359,0.8875886104327958,1.1266480757480557,0.1293689713421253,0.07356505110470164,0.5677342179366496,0.9983978895855918,495.4466202454172,Faba-Seed-CC_Vf5-3-1,1,0.7003594739013191
52.97436640979991,10.121882925999264,6.665636643386791,26.302944957634065,108.0,14.45241094493346,9.517450526165055,37.55634918610404,0.752548157832617,11.726460285670077,0.9391304347826087,115.0,0.7714285714285715,106.21296296296296,124.73148148148148,1.518517055087534,0.9622033904278662,1.0392813099061382,0.133818619860495,0.08812454190893569,0.658344588709208,0.9997074860795202,426.47648517868106,Faba-Seed-CC_Vf5-3-1,2,0.7003594739013191
60.82242069273323,11.053651049805568,7.012052193630831,28.11392498671161,124.0,15.78282505158634,10.012075876650211,40.14213562373095,0.7730334534673109,12.565098628628435,0.9612403100775194,129.0,0.8266666666666667,111.61290322580645,58.20161290322581,1.5763788894563269,0.9670091898715881,1.0341163356811458,0.1272808471902124,0.08074254739234041,0.6338147164439931,0.9991321388290584,482.8954894228675,Faba-Seed-CC_Vf5-3-1,3,0.7003594739013191
77.99003943664988,13.346847141482213,7.447893988362285,33.88673648190008,159.0,19.057137996769338,10.634387433747623,48.384776310850235,0.8298231494826104,14.228319915326999,0.9244186046511628,172.0,0.7607655502392344,125.65408805031447,86.73584905660377,1.792029688169212,0.853472462703379,1.171683966032711,0.11985621381615937,0.06688293983489071,0.5574319860106314,0.9989346680661763,536.134724955875,Faba-Seed-CC_Vf5-3-1,4,0.7003594739013191
60.3319173000499,11.875743071550119,6.49407936966214,28.524186067986513,123.0,16.956639431743326,9.272494499841889,40.72792206135785,0.8372399898663725,12.514330345744634,0.968503937007874,127.0,0.8541666666666666,129.8617886178862,111.7560975609756,1.8287030994768954,0.9318166570247178,1.0731724878078386,0.13785885716864493,0.075386134145056,0.5446727641567081,0.9960447720140199,519.4393142304178,Faba-Seed-CC_Vf5-3-1,5,0.7003594739013191
58.36990372931657,10.370075734470543,7.200695772358965,27.463338528139708,119.0,14.806790114088884,10.281428381696376,39.21320343559642,0.7196157190543081,12.309163489997376,0.9596774193548387,124.0,0.7212121212121212,132.18487394957984,54.34453781512605,1.4401491275714988,0.972505755980066,1.0282715488837657,0.12442680768141919,0.08639855782938131,0.6910910034341444,0.9952741056681947,441.44272935138537,Faba-Seed-CC_Vf5-3-1,6,0.7003594739013191
55.426883373216576,10.532666574704646,6.70325954770287,26.883141742886888,113.0,15.038943524291785,9.571169945574779,38.384776310850235,0.7713380235040256,11.994835078277376,0.9495798319327731,119.0,0.7533333333333333,145.35398230088495,82.17699115044248,1.5712753623442897,0.9637630668903399,1.037599420806383,0.1330879957901928,0.08470061898738743,0.6361417587672603,0.9995538725093607,452.6980456695579,Faba-Seed-CC_Vf5-3-1,7,0.7003594739013191
53.46486980248325,10.20718312290529,6.675711233352781,25.892683876359154,109.0,14.574205823256252,9.53183541041581,36.970562748477136,0.7564764664640701,11.780624362746345,0.9732142857142857,112.0,0.7785714285714286,147.348623853211,120.5137614678899,1.5290030928702822,1.0021304061097107,0.9978741228719115,0.13370831030510322,0.08744803128821844,0.6533814788238441,0.9990223019458165,456.64659926391516,Faba-Seed-CC_Vf5-3-1,8,0.7003594739013191
74.55651568786655,13.583294910514581,6.997903767353857,32.89627861537235,152.0,19.39474715013061,9.99187421335556,46.97056274847714,0.857079268510733,13.911592676604096,0.9440993788819876,161.0,0.8,155.21052631578948,57.953947368421055,1.9410519724324364,0.8657687883140981,1.1550427937547725,0.1275970207245435,0.06573601456154973,0.5145000987468493,0.9986714314892554,566.220470644505,Faba-Seed-CC_Vf5-3-1,9,0.7003594739013191
56.40789015858324,9.722829385043791,7.397394734399859,26.472880661611985,115.0,13.882627061333565,10.562282670630589,37.798989873223334,0.6489543198387256,12.100518486599809,0.9583333333333334,120.0,0.7467532467532467,165.70434782608694,97.91304347826087,1.3143585997689216,1.0114567482047296,0.9886730221286628,0.12071849618550927,0.09184593626635294,0.7597393919758267,0.9985700034266394,426.30782621505193,Faba-Seed-CC_Vf5-3-1,10,0.7003594739013191
149.5784710077459,18.635710216633626,10.221872285178247,46.449965493026085,310.0,26.828244196994884,14.715558603850955,66.87005768508881,0.8361440343438848,19.867165345562018,0.9717868338557993,319.0,0.7948717948717948,102.08709677419355,89.43548387096774,1.8231210189991787,0.8711805327223436,1.147867706450131,0.08654272321611253,0.047469543883390176,0.5483872021467392,0.9997762347838717,914.4027600010999,Faba-Seed-CC_Vf1-1-2,1,0.6946302590581411
188.66187794847949,19.31668047822059,12.442130472658938,51.36174315899987,391.0,27.80857906249628,17.911875145677353,73.94112549695427,0.7649301138786705,22.312253628700276,0.9654320987654321,405.0,0.7621832358674464,123.76470588235294,149.81074168797954,1.552521935103332,0.8986995155708646,1.1127189707727707,0.07112168558183192,0.04581042236746126,0.6437678432849778,0.9994636978140923,1086.8096394454005,Faba-Seed-CC_Vf1-1-2,2,0.6946302590581411
179.49416520929506,19.177453722935358,11.95621000427877,50.54793318915683,372.0,27.608146165325905,17.212336848801204,72.76955262170047,0.781862120675336,21.76338922689847,0.9612403100775194,387.0,0.7251461988304093,140.747311827957,57.865591397849464,1.603974312601763,0.8827818470301629,1.1327826952538502,0.07421544668098362,0.04626972271183119,0.6214104715372124,0.9967264339274378,1035.3372037808297,Faba-Seed-CC_Vf1-1-2,3,0.6946302590581411
174.66905324130326,16.778151054798094,13.278731406543352,48.00777157449407,362.0,24.15407453966636,19.11625823002322,69.11269837220809,0.6112598625065514,21.468877828012552,0.9653333333333334,375.0,0.7869565217391304,154.11602209944752,112.74585635359117,1.263535690354452,0.9523634850031962,1.0500192581371848,0.06672396281675791,0.05280734317685972,0.7900196340235374,0.9982180036695016,1008.0575177342571,Faba-Seed-CC_Vf1-1-2,4,0.6946302590581411
